    524288,   10,0.76263
    524288,   20,0.90036
    524288,   30,0.87993
    524288,   40,0.90691
    524288,   50,0.75832
    524288,   60,0.87158
    524288,   70,1.04049
    524288,   80,0.95663
    524288,   90,0.97808
    524288,  100,0.79639
    524288,  110,0.95090
    524288,  120,0.76936
    524288,  130,0.90927
    524288,  140,0.84540
    524288,  150,0.75537
    524288,  160,0.91837
    524288,  170,0.86638
    524288,  180,0.90833
    524288,  190,0.90975
    524288,  200,0.95874
    524288,  210,0.82190
    524288,  220,0.88619
    524288,  230,0.96617
    524288,  240,0.76766
    524288,  250,0.93161
    524288,  260,0.73315
    524288,  270,0.72644
    524288,  280,0.93661
    524288,  290,0.91740
    524288,  300,0.79206
    524288,  310,0.87376
    524288,  320,0.77586
    524288,  330,0.92031
    524288,  340,0.76064
    524288,  350,0.89804
    524288,  360,0.92079
    524288,  370,0.78387
    524288,  380,0.72073
    524288,  390,0.75374
    524288,  400,0.86638
    524288,  410,0.89071
    524288,  420,0.92715
    524288,  430,0.77724
    524288,  440,0.79785
    524288,  450,0.93711
    524288,  460,0.91982
    524288,  470,0.76868
    524288,  480,0.90316
    524288,  490,0.94115
    524288,  500,1.03248
   1048576,   10,1.05083
   1048576,   20,1.05019
   1048576,   30,1.13785
   1048576,   40,1.05432
   1048576,   50,1.09432
   1048576,   60,1.08886
   1048576,   70,0.99737
   1048576,   80,1.04235
   1048576,   90,0.92543
   1048576,  100,1.06105
   1048576,  110,1.21174
   1048576,  120,1.08144
   1048576,  130,0.96590
   1048576,  140,0.91861
   1048576,  150,1.09535
   1048576,  160,1.11460
   1048576,  170,1.07181
   1048576,  180,0.86445
   1048576,  190,0.96993
   1048576,  200,1.09090
   1048576,  210,1.12502
   1048576,  220,1.09673
   1048576,  230,1.11888
   1048576,  240,1.09398
   1048576,  250,1.08480
   1048576,  260,1.11140
   1048576,  270,1.11175
   1048576,  280,1.07643
   1048576,  290,1.05560
   1048576,  300,0.94115
   1048576,  310,1.05400
   1048576,  320,1.02823
   1048576,  330,1.18701
   1048576,  340,1.04204
   1048576,  350,1.08278
   1048576,  360,1.07677
   1048576,  370,1.05273
   1048576,  380,0.93510
   1048576,  390,0.92249
   1048576,  400,1.01300
   1048576,  410,1.03463
   1048576,  420,1.01922
   1048576,  430,0.98415
   1048576,  440,0.95142
   1048576,  450,1.03340
   1048576,  460,1.00949
   1048576,  470,0.95768
   1048576,  480,0.91141
   1048576,  490,1.03371
   1048576,  500,1.16017
   2097152,   10,1.07810
   2097152,   20,1.15652
   2097152,   30,1.13360
   2097152,   40,1.16560
   2097152,   50,1.09124
   2097152,   60,1.15825
   2097152,   70,1.17363
   2097152,   80,1.17640
   2097152,   90,1.14345
   2097152,  100,1.10297
   2097152,  110,1.10612
   2097152,  120,1.12068
   2097152,  130,1.13397
   2097152,  140,1.09005
   2097152,  150,1.16892
   2097152,  160,1.14777
   2097152,  170,1.21110
   2097152,  180,1.17859
   2097152,  190,1.19657
   2097152,  200,1.06477
   2097152,  210,1.16872
   2097152,  220,1.07279
   2097152,  230,1.13121
   2097152,  240,1.17186
   2097152,  250,1.08954
   2097152,  260,1.08988
   2097152,  270,1.09381
   2097152,  280,1.06154
   2097152,  290,1.12339
   2097152,  300,1.08345
   2097152,  310,1.17423
   2097152,  320,1.10419
   2097152,  330,1.19883
   2097152,  340,1.12032
   2097152,  350,1.11175
   2097152,  360,1.13030
   2097152,  370,1.09984
   2097152,  380,1.11620
   2097152,  390,1.12865
   2097152,  400,1.17799
   2097152,  410,1.11335
   2097152,  420,1.13140
   2097152,  430,1.16094
   2097152,  440,1.13121
   2097152,  450,1.20587
   2097152,  460,1.17859
   2097152,  470,1.12592
   2097152,  480,1.12339
   2097152,  490,1.16017
   2097152,  500,1.12284
   4194304,   10,1.19565
   4194304,   20,1.15738
   4194304,   30,1.22417
   4194304,   40,1.20027
   4194304,   50,1.21904
   4194304,   60,1.22880
   4194304,   70,1.22675
   4194304,   80,1.21755
   4194304,   90,1.21395
   4194304,  100,1.21131
   4194304,  110,1.21925
   4194304,  120,1.20131
   4194304,  130,1.21765
   4194304,  140,1.19821
   4194304,  150,1.20162
   4194304,  160,1.23293
   4194304,  170,1.21079
   4194304,  180,1.21131
   4194304,  190,1.22438
   4194304,  200,1.20525
   4194304,  210,1.23402
   4194304,  220,1.23097
   4194304,  230,1.20754
   4194304,  240,1.23184
   4194304,  250,1.23173
   4194304,  260,1.22653
   4194304,  270,1.20754
   4194304,  280,1.20566
   4194304,  290,1.18570
   4194304,  300,1.23314
   4194304,  310,1.23314
   4194304,  320,1.23434
   4194304,  330,1.17799
   4194304,  340,1.19422
   4194304,  350,1.18893
   4194304,  360,1.19279
   4194304,  370,1.23216
   4194304,  380,1.20702
   4194304,  390,1.19197
   4194304,  400,1.22352
   4194304,  410,1.19904
   4194304,  420,1.18549
   4194304,  430,1.19228
   4194304,  440,1.22106
   4194304,  450,1.21448
   4194304,  460,1.21893
   4194304,  470,1.20598
   4194304,  480,1.22042
   4194304,  490,1.22610
   4194304,  500,1.22342
   8388608,   10,1.24115
   8388608,   20,1.25934
   8388608,   30,1.25889
   8388608,   40,1.25363
   8388608,   50,1.28166
   8388608,   60,1.28225
   8388608,   70,1.26373
   8388608,   80,1.26094
   8388608,   90,1.26202
   8388608,  100,1.28715
   8388608,  110,1.26717
   8388608,  120,1.28184
   8388608,  130,1.26465
   8388608,  140,1.27785
   8388608,  150,1.23434
   8388608,  160,1.22842
   8388608,  170,1.23331
   8388608,  180,1.23081
   8388608,  190,1.23796
   8388608,  200,1.23604
   8388608,  210,1.23708
   8388608,  220,1.23626
   8388608,  230,1.22945
   8388608,  240,1.23994
   8388608,  250,1.23402
   8388608,  260,1.25189
   8388608,  270,1.23801
   8388608,  280,1.23988
   8388608,  290,1.23982
   8388608,  300,1.23189
   8388608,  310,1.23938
   8388608,  320,1.23658
   8388608,  330,1.23702
   8388608,  340,1.23724
   8388608,  350,1.23119
   8388608,  360,1.24297
   8388608,  370,1.25787
   8388608,  380,1.25549
   8388608,  390,1.23724
   8388608,  400,1.23637
   8388608,  410,1.23796
   8388608,  420,1.23955
   8388608,  430,1.23434
   8388608,  440,1.24330
   8388608,  450,1.23746
   8388608,  460,1.24043
   8388608,  470,1.23971
   8388608,  480,1.24032
   8388608,  490,1.25251
   8388608,  500,1.24247
  16777216,   10,1.28564
  16777216,   20,1.26913
  16777216,   30,1.28478
  16777216,   40,1.27371
  16777216,   50,1.28204
  16777216,   60,1.28541
  16777216,   70,1.26916
  16777216,   80,1.26614
  16777216,   90,1.27954
  16777216,  100,1.27802
  16777216,  110,1.27092
  16777216,  120,1.25841
  16777216,  130,1.26156
  16777216,  140,1.26248
  16777216,  150,1.26473
  16777216,  160,1.27592
  16777216,  170,1.27823
  16777216,  180,1.26356
  16777216,  190,1.27423
  16777216,  200,1.26428
  16777216,  210,1.26479
  16777216,  220,1.27647
  16777216,  230,1.26373
  16777216,  240,1.27884
  16777216,  250,1.28399
  16777216,  260,1.27330
  16777216,  270,1.27464
  16777216,  280,1.28198
  16777216,  290,1.28425
  16777216,  300,1.26913
  16777216,  310,1.26611
  16777216,  320,1.26694
  16777216,  330,1.26746
  16777216,  340,1.27365
  16777216,  350,1.27159
  16777216,  360,1.27087
  16777216,  370,1.26786
  16777216,  380,1.26588
  16777216,  390,1.26514
  16777216,  400,1.28278
  16777216,  410,1.26493
  16777216,  420,1.26580
  16777216,  430,1.27359
  16777216,  440,1.27662
  16777216,  450,1.27156
  16777216,  460,1.27315
  16777216,  470,1.27260
  16777216,  480,1.26873
  16777216,  490,1.26951
  16777216,  500,1.25846
  33554432,   10,1.27665
  33554432,   20,1.27752
  33554432,   30,1.27770
  33554432,   40,1.27994
  33554432,   50,1.27586
  33554432,   60,1.27714
  33554432,   70,1.27868
  33554432,   80,1.27400
  33554432,   90,1.28101
  33554432,  100,1.27878
  33554432,  110,1.27988
  33554432,  120,1.28172
  33554432,  130,1.27812
  33554432,  140,1.28136
  33554432,  150,1.27346
  33554432,  160,1.27913
  33554432,  170,1.27620
  33554432,  180,1.27663
  33554432,  190,1.28066
  33554432,  200,1.27812
  33554432,  210,1.28515
  33554432,  220,1.27655
  33554432,  230,1.28273
  33554432,  240,1.27589
  33554432,  250,1.27698
  33554432,  260,1.27764
  33554432,  270,1.27731
  33554432,  280,1.28195
  33554432,  290,1.27883
  33554432,  300,1.27921
  33554432,  310,1.27653
  33554432,  320,1.27701
  33554432,  330,1.28366
  33554432,  340,1.27636
  33554432,  350,1.27503
  33554432,  360,1.27257
  33554432,  370,1.27785
  33554432,  380,1.27472
  33554432,  390,1.27953
  33554432,  400,1.27921
  33554432,  410,1.27620
  33554432,  420,1.27868
  33554432,  430,1.28095
  33554432,  440,1.27519
  33554432,  450,1.27681
  33554432,  460,1.27846
  33554432,  470,1.27834
  33554432,  480,1.27987
  33554432,  490,1.27755
  33554432,  500,1.27496